student_id,school,major,year,age,gender,seed_keywords,interest_profile,research_interests,methods_tools,profile_keywords
NU_ENG_000054,NU,Electrical Engineering,4,21,M,"['circuits', 'signals', 'embedded', 'control']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include embedded, control, circuits, fault detection and applying them to robotics.","['circuits', 'communications', 'sensing', 'controls', 'embedded sensing']","['simulation', 'MATLAB', 'Python', 'lab instrumentation', 'control design']","['circuits', 'signals', 'embedded', 'control', 'communications', 'robotics', 'simulation', 'MATLAB', 'Python', 'fault detection', 'internship', 'design reviews']"
NU_ENG_000055,NU,Electrical Engineering,2,20,F,"['circuits', 'signals', 'power', 'control']","I'm getting more focused in Electrical Engineering by taking core classes and joining hands-on team projects. My main interests include control, communications, controls, fault detection and applying them to manufacturing automation.","['smart grid', 'signals', 'fault detection', 'power systems', 'robotics']","['circuit analysis', 'lab instrumentation', 'simulation', 'control design', 'Python']","['circuits', 'signals', 'power', 'control', 'communications', 'controls', 'manufacturing automation', 'circuit analysis', 'lab instrumentation', 'simulation', 'fault detection', 'power systems']"
NU_ENG_000056,NU,Industrial Engineering,2,20,M,"['supply chain', 'operations', 'analytics', 'simulation']","I'm getting more focused in Industrial Engineering by taking core classes and joining hands-on team projects. My main interests include simulation, human factors, operations, predictive modeling and applying them to healthcare operations.","['process improvement', 'production planning', 'predictive modeling', 'logistics', 'human factors']","['data visualization', 'R', 'linear programming', 'Python', 'process mapping']","['supply chain', 'operations', 'analytics', 'simulation', 'human factors', 'healthcare operations', 'data visualization', 'R', 'linear programming', 'predictive modeling', 'reinforcement learning', 'manufacturing systems']"
NU_ENG_000057,NU,Computer Science,4,21,F,"['AI', 'data', 'NLP', 'algorithms']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include AI, data, HCI and applying them to robotics.","['AI', 'algorithms', 'robotics', 'healthcare', 'finance']","['SQL', 'testing', 'Python', 'Git', 'APIs']","['AI', 'data', 'NLP', 'HCI', 'algorithms', 'robotics', 'SQL', 'testing', 'Python', 'data engineering', 'APIs', 'education tech']"
NU_ENG_000058,NU,Computer Science,2,20,M,"['NLP', 'data', 'systems', 'AI']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include systems, security, algorithms and applying them to healthcare.","['systems', 'HCI', 'finance', 'algorithms', 'education tech']","['APIs', 'Python', 'debugging', 'testing', 'Git']","['NLP', 'data', 'systems', 'security', 'algorithms', 'healthcare', 'APIs', 'Python', 'debugging', 'testing', 'computer vision', 'design reviews']"
NU_ENG_000059,NU,Biomedical Engineering,1,18,M,"['team projects', 'modeling', 'design', 'programming']","I'm exploring different directions in Biomedical Engineering through intro courses and small projects. My main interests include programming, team projects, biomaterials and applying them to assistive tech.","['biomechanics', 'programming', 'rehabilitation engineering', 'healthcare', 'wearables']","['experiments', 'signal processing', 'MATLAB', 'modeling', 'data analysis']","['team projects', 'modeling', 'design', 'programming', 'biomaterials', 'assistive tech', 'experiments', 'signal processing', 'MATLAB', 'medical devices', 'wearables', 'imaging']"
NU_ENG_000060,NU,Biomedical Engineering,1,19,F,"['data analysis', 'programming', 'experiments', 'design']","I'm exploring different directions in Biomedical Engineering through intro courses and small projects. My main interests include medical devices, bioinstrumentation, experiments, image analysis and applying them to healthcare.","['medical imaging', 'biomechanics', 'imaging', 'medical devices', 'assistive tech']","['experiments', 'MATLAB', 'data analysis', 'signal processing', 'modeling']","['data analysis', 'programming', 'experiments', 'medical devices', 'bioinstrumentation', 'healthcare', 'MATLAB', 'image analysis', 'internship', 'wearables', 'biomechanics', 'design reviews']"
NU_ENG_000061,NU,Electrical Engineering,4,22,M,"['communications', 'power', 'embedded', 'control']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include control, circuits, controls and applying them to wireless.","['embedded sensing', 'robotics', 'communications', 'manufacturing automation', 'controls']","['MATLAB', 'control design', 'Python', 'simulation', 'lab instrumentation']","['communications', 'power', 'embedded', 'control', 'circuits', 'controls', 'power systems', 'wireless', 'MATLAB', 'control design', 'Python', 'embedded sensing']"
NU_ENG_000062,NU,Computer Science,2,20,F,"['systems', 'algorithms', 'machine learning', 'AI']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include systems, HCI, data engineering, computer vision and applying them to robotics.","['data engineering', 'algorithms', 'machine learning', 'education tech', 'manufacturing analytics']","['APIs', 'SQL', 'Python', 'testing', 'Git']","['systems', 'algorithms', 'machine learning', 'HCI', 'data engineering', 'robotics', 'APIs', 'SQL', 'Python', 'computer vision', 'software engineering', 'manufacturing analytics']"
NU_ENG_000063,NU,Computer Science,3,20,M,"['NLP', 'AI', 'machine learning', 'algorithms']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include security, algorithms, machine learning and applying them to manufacturing analytics.","['finance', 'robotics', 'machine learning', 'AI', 'software engineering']","['SQL', 'testing', 'Python', 'debugging', 'Git']","['NLP', 'AI', 'machine learning', 'security', 'algorithms', 'manufacturing analytics', 'SQL', 'testing', 'Python', 'computer vision', 'finance', 'HCI']"
NU_ENG_000064,NU,Industrial Engineering,1,18,F,"['optimization', 'supply chain', 'simulation', 'operations']","I'm exploring different directions in Industrial Engineering through intro courses and small projects. My main interests include operations, optimization, human factors and applying them to production planning.","['service systems', 'simulation', 'operations', 'manufacturing systems', 'healthcare operations']","['R', 'discrete-event simulation', 'linear programming', 'Python', 'process mapping']","['optimization', 'supply chain', 'simulation', 'operations', 'human factors', 'production planning', 'R', 'discrete-event simulation', 'linear programming', 'ML for operations', 'process monitoring', 'quality engineering']"
NU_ENG_000065,NU,Computer Science,2,19,F,"['AI', 'NLP', 'algorithms', 'machine learning']","I'm getting more focused in Computer Science by taking core classes and joining hands-on team projects. My main interests include software engineering, security, systems, NLP and applying them to healthcare.","['finance', 'data engineering', 'manufacturing analytics', 'robotics', 'healthcare']","['APIs', 'SQL', 'testing', 'debugging', 'Python']","['AI', 'NLP', 'algorithms', 'software engineering', 'security', 'systems', 'healthcare', 'APIs', 'SQL', 'testing', 'HCI', 'computer vision']"
NU_ENG_000066,NU,Computer Science,4,22,F,"['NLP', 'systems', 'AI', 'machine learning']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include security, HCI, systems and applying them to education tech.","['systems', 'data engineering', 'software engineering', 'finance', 'HCI']","['SQL', 'Git', 'APIs', 'debugging', 'Python']","['NLP', 'systems', 'AI', 'security', 'HCI', 'machine learning', 'education tech', 'SQL', 'Git', 'APIs', 'healthcare', 'internship']"
NU_ENG_000067,NU,Computer Science,3,20,M,"['machine learning', 'NLP', 'data', 'algorithms']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include machine learning, HCI, data engineering, machine learning and applying them to manufacturing analytics.","['education tech', 'HCI', 'manufacturing analytics', 'finance', 'NLP']","['APIs', 'testing', 'Python', 'SQL', 'Git']","['machine learning', 'NLP', 'data', 'HCI', 'data engineering', 'manufacturing analytics', 'APIs', 'testing', 'Python', 'security', 'finance', 'SQL']"
